# Temporary trajectory realization generation debug export
# RealizationNumberOneBased	21
# RealizationIndexZeroBased	20
# NormalizedGaussian	0.73350057313089556	-0.2638099304028626	-2.1635738261931472
Stage	StationIndex	CandidateIndex	Selected	SmoothnessScore	ReferenceMD	ReferenceIncl	ReferenceAz	ReferenceX	ReferenceY	ReferenceZ	MD	Abscissa	Incl	Az	X	Y	Z	TVD	North	East	DLS	BUR	TUR	VSect
raw-covariance-spherical-candidate	9	3	False		300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519					6535274.0615805434	328663.7147338934	303.06258386574888	303.06258386574888	6535274.0615805434	328663.7147338934				
incremental-md-incl-az-candidate	9	3	False	0.00054798261704291917	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	303.74854080314731	303.74854080314731	0.16775460105885234	2.4075068907804007	6535274.0615805434	328663.7147338934	303.06258386574888	303.06258386574888	6535274.0615805434	328663.7147338934	0.0011773652501388934	0.0010745078976304168	-0.0028823987646031668	13.453451077599194
raw-covariance-spherical-candidate	9	4	False		300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519					6535272.0535939792	328664.16669920785	296.9653978708215	296.9653978708215	6535272.0535939792	328664.16669920785				
incremental-md-incl-az-candidate	9	4	False	0.0033348173509551993	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	298.09716302411624	298.09716302411624	0.27603166509562282	2.567014132714311	6535272.0535939792	328664.16669920785	296.9653978708215	296.9653978708215	6535272.0535939792	328664.16669920785	0.0033112441456338436	0.0033059648376965178	-0.0006857979154784033	15.372488983671964
raw-covariance-spherical-candidate	9	5	False		300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519					6535272.3611263474	328664.83400843327	303.02562858588482	303.02562858588482	6535272.3611263474	328664.83400843327				
incremental-md-incl-az-candidate	9	5	False	0.0010393418287929501	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	304.05997808214011	304.05997808214011	0.23952478438865563	2.4531525001857757	6535272.3611263474	328664.83400843327	303.02562858588482	303.02562858588482	6535272.3611263474	328664.83400843327	0.0023645184239664426	0.0023319657795617399	-0.0016481237417487193	15.486787186423829
raw-covariance-spherical-candidate	9	6	False		300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519					6535273.6569396863	328663.0999464239	303.0614278567885	303.0614278567885	6535273.6569396863	328663.0999464239				
incremental-md-incl-az-candidate	9	6	False	0.00049367179262727046	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	303.74396774711852	303.74396774711852	0.16585747624869462	2.5666410901381411	6535273.6569396863	328663.0999464239	303.0614278567885	303.0614278567885	6535273.6569396863	328663.0999464239	0.0010034420548549264	0.00098928134712461535	-0.0010174753879432785	13.448322731635669
raw-covariance-spherical-candidate	9	7	False		300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519					6535271.9564854903	328664.21922096377	303.02447257692444	303.02447257692444	6535271.9564854903	328664.21922096377				
incremental-md-incl-az-candidate	9	7	False	0.00098518277356329786	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	304.0554138426935	304.0554138426935	0.23821210294181813	2.5641647466567314	6535271.9564854903	328664.21922096377	303.02447257692444	303.02447257692444	6535271.9564854903	328664.21922096377	0.0022844692692457723	0.0022779598710165327	-0.00073033111127607242	15.48272872813935
incremental-md-incl-az-candidate-selected	9	2	True	7.3822606545981273E-05	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	297.74059194688283	297.74059194688283	0.1951614529733052	2.5706352593369952	6535273.7540481752	328663.04742466798	297.00235315068556	297.00235315068556	6535273.7540481752	328663.04742466798	0.0017084171997453707	0.0016989584130766566	-0.00092575078163292801	13.338035701355341
incremental-md-incl-az-selected	9		True	0.0043331759883671848	300.77999999999997	0.1954768762233649	2.5080381351158514	6535273.0575872613	328663.94071655063	300.01399086828519	297.74059194688283	297.74059194688283	0.1951614529733052	2.5706352593369952	6535273.7540481752	328663.04742466798	297.00235315068556	297.00235315068556	6535273.7540481752	328663.04742466798	0.0017084171997453707	0.0016989584130766566	-0.00092575078163292801	13.338035701355341
raw-covariance-spherical-candidate	10	0	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535267.4988975823	328672.14640707587	348.5336061379956	348.5336061379956	6535267.4988975823	328672.14640707587				
incremental-md-incl-az-candidate	10	0	False	0.012247545537571236	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	350.49950025760666	350.49950025760666	0.25306788131793995	1.8684737439961838	6535267.4988975823	328672.14640707587	348.5336061379956	348.5336061379956	6535267.4988975823	328672.14640707587	0.0030786608788571637	0.0019471901679335435	-0.009524342060296398	24.379701780290219
raw-covariance-spherical-candidate	10	1	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535265.5952058695	328673.42712735751	348.4887083447457	348.4887083447457	6535265.5952058695	328673.42712735751				
incremental-md-incl-az-candidate	10	1	False	0.013681035446443168	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	350.96755608653268	350.96755608653268	0.32347787373008496	2.035801759424861	6535265.5952058695	328673.42712735751	348.4887083447457	348.4887083447457	6535265.5952058695	328673.42712735751	0.0034517052495933835	0.0029027760514332979	-0.0058756264858406126	26.54049515751807
raw-covariance-spherical-candidate	10	2	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535267.4856719803	328672.15591006173	349.36545408534749	349.36545408534749	6535267.4856719803	328672.15591006173				
incremental-md-incl-az-candidate	10	2	False	0.012031999198036658	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	351.31553785499938	351.31553785499938	0.24733319877033189	1.8622128432164924	6535267.4856719803	328672.15591006173	349.36545408534749	349.36545408534749	6535267.4856719803	328672.15591006173	0.0029878602901009235	0.0018254758793412318	-0.0096616774894142665	24.395026534696701
raw-covariance-spherical-candidate	10	3	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535263.6789157949	328666.46844419889	348.53773674822816	348.53773674822816	6535263.6789157949	328666.46844419889				
incremental-md-incl-az-candidate	10	3	False	0.0057925103183246174	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	350.38384591315793	350.38384591315793	0.22256037519807614	3.0278041424899773	6535263.6789157949	328666.46844419889	348.53773674822816	348.53773674822816	6535263.6789157949	328666.46844419889	0.0018563565137951665	0.00089072740340201406	0.0073787799417246447	23.978132839551222
raw-covariance-spherical-candidate	10	4	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535265.5819802675	328673.43663034338	349.32055629209759	349.32055629209759	6535265.5819802675	328673.43663034338				
incremental-md-incl-az-candidate	10	4	False	0.012942799411705508	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	351.77447898209749	351.77447898209749	0.31649448001189268	2.0320048142315397	6535265.5819802675	328673.43663034338	349.32055629209759	349.32055629209759	6535265.5819802675	328673.43663034338	0.0033044355602031487	0.0027373760111804035	-0.0059471186474535642	26.556140272464358
raw-covariance-spherical-candidate	10	5	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535261.7752240822	328667.74916448054	348.49283895497825	348.49283895497825	6535261.7752240822	328667.74916448054				
incremental-md-incl-az-candidate	10	5	False	0.0073344534199882849	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	350.85276580836018	350.85276580836018	0.30065823490129734	2.8960398134708405	6535261.7752240822	328667.74916448054	348.49283895497825	348.49283895497825	6535261.7752240822	328667.74916448054	0.0024672563664672716	0.0021718231609402228	0.0039530774505802668	26.206547033914905
raw-covariance-spherical-candidate	10	6	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535263.665690193	328666.47794718476	349.36958469558004	349.36958469558004	6535263.665690193	328666.47794718476				
incremental-md-incl-az-candidate	10	6	False	0.0057647986851129263	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	351.20148858989677	351.20148858989677	0.21693217658486871	3.0324972607368377	6535263.665690193	328666.47794718476	349.36958469558004	349.36958469558004	6535263.665690193	328666.47794718476	0.001796858907849156	0.0007794909692326879	0.0075219270120552295	23.993712663221874
raw-covariance-spherical-candidate	10	7	False		350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287					6535261.7619984802	328667.75866746641	349.32468690233014	349.32468690233014	6535261.7619984802	328667.75866746641				
incremental-md-incl-az-candidate	10	7	False	0.0067762311851220502	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	351.66125821307867	351.66125821307867	0.29377997215919305	2.898456516469694	6535261.7619984802	328667.75866746641	349.32468690233014	349.32468690233014	6535261.7619984802	328667.75866746641	0.0023252240373092233	0.0020145653919945161	0.0040097659358639959	26.222330970902746
incremental-md-incl-az-candidate-selected	10	6	True	0.0057647986851129263	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	351.20148858989677	351.20148858989677	0.21693217658486871	3.0324972607368377	6535263.665690193	328666.47794718476	349.36958469558004	349.36958469558004	6535263.665690193	328666.47794718476	0.001796858907849156	0.0007794909692326879	0.0075219270120552295	23.993712663221874
incremental-md-incl-az-selected	10		True	0.010098330329481301	350.77999999999997	0.22165681500327983	2.5342180738957665	6535264.6304480312	328669.95253727114	348.92914652016287	351.20148858989677	351.20148858989677	0.21693217658486871	3.0324972607368377	6535263.665690193	328666.47794718476	349.36958469558004	349.36958469558004	6535263.665690193	328666.47794718476	0.001796858907849156	0.0007794909692326879	0.0075219270120552295	23.993712663221874
raw-covariance-spherical-candidate	11	0	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535258.7276884094	328678.15825587162	397.33556582867664	397.33556582867664	6535258.7276884094	328678.15825587162				
incremental-md-incl-az-candidate	11	0	False	0.078638468597229894	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	401.30180980633344	401.30180980633344	0.44917312385609492	1.5231440366989382	6535258.7276884094	328678.15825587162	397.33556582867664	397.33556582867664	6535258.7276884094	328678.15825587162	0.0096482766072095022	0.008555350350569757	-0.010272206537398354	36.674937865655352
raw-covariance-spherical-candidate	11	1	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535256.5768007915	328679.53574130964	397.29146881229656	397.29146881229656	6535256.5768007915	328679.53574130964				
incremental-md-incl-az-candidate	11	1	False	0.084779558623997664	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	401.89730311243841	401.89730311243841	0.50602803429833576	1.6946744053107485	6535256.5768007915	328679.53574130964	397.29146881229656	397.29146881229656	6535256.5768007915	328679.53574130964	0.0098349009404118861	0.0088412538409299302	-0.0088875205965344151	38.851651293901895
raw-covariance-spherical-candidate	11	2	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535258.713912325	328678.1663610948	398.26069951138322	398.26069951138322	6535258.713912325	328678.1663610948				
incremental-md-incl-az-candidate	11	2	False	0.076473473214649479	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	402.19702133653243	402.19702133653243	0.44103059121732874	1.5158179876313607	6535258.713912325	328678.1663610948	398.26069951138322	398.26069951138322	6535258.713912325	328678.1663610948	0.009366288688766029	0.0082791423247130513	-0.010260365068859301	36.687771265034506
raw-covariance-spherical-candidate	11	3	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535254.5961259082	328671.70682857989	397.33056493664469	397.33056493664469	6535254.5961259082	328671.70682857989				
incremental-md-incl-az-candidate	11	3	False	0.0042230938477546554	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	400.35530186035697	400.35530186035697	0.24617255003024618	2.2554743543346518	6535254.5961259082	328671.70682857989	397.33056493664469	397.33056493664469	6535254.5961259082	328671.70682857989	0.0035844941430507133	0.0018228286607635535	-0.01266509881485689	34.462628412222898
raw-covariance-spherical-candidate	11	4	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535256.5630247071	328679.54384653282	398.21660249500314	398.21660249500314	6535256.5630247071	328679.54384653282				
incremental-md-incl-az-candidate	11	4	False	0.081797237584269711	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	402.7793232070685	402.7793232070685	0.49641206461995024	1.6884338966924612	6535256.5630247071	328679.54384653282	398.21660249500314	398.21660249500314	6535256.5630247071	328679.54384653282	0.0095250643087368483	0.0085317211487356825	-0.008892281979644423	38.865349519232012
raw-covariance-spherical-candidate	11	5	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535252.4452382904	328673.08431401791	397.28646792026461	397.28646792026461	6535252.4452382904	328673.08431401791				
incremental-md-incl-az-candidate	11	5	False	0.011854028338480926	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	400.95798057339584	400.95798057339584	0.34348591701645143	2.3439840191299384	6535252.4452382904	328673.08431401791	397.28646792026461	397.28646792026461	6535252.4452382904	328673.08431401791	0.0044589788427219319	0.0034930381820674761	-0.0082295983821367713	37.014566077366318
raw-covariance-spherical-candidate	11	6	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535254.5823498238	328671.71493380307	398.25569861935128	398.25569861935128	6535254.5823498238	328671.71493380307				
incremental-md-incl-az-candidate	11	6	False	0.0040958451239533344	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	401.26322547061375	401.26322547061375	0.23939470280284453	2.2448842760689764	6535254.5823498238	328671.71493380307	398.25569861935128	398.25569861935128	6535254.5823498238	328671.71493380307	0.0034965473924026308	0.0016869662571583621	-0.012916438895471671	34.478611380067242
raw-covariance-spherical-candidate	11	7	False		400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392					6535252.4314622059	328673.09241924109	398.2116016029712	398.2116016029712	6535252.4314622059	328673.09241924109				
incremental-md-incl-az-candidate	11	7	False	0.010796062690087482	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	401.85238027244782	401.85238027244782	0.33482099456164011	2.3372170500285048	6535252.4314622059	328673.09241924109	398.2116016029712	398.2116016029712	6535252.4314622059	328673.09241924109	0.0042756787951164785	0.0032791695189715586	-0.0083499878369419633	37.030549666422729
incremental-md-incl-az-candidate-selected	11	6	True	0.0040958451239533344	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	401.26322547061375	401.26322547061375	0.23939470280284453	2.2448842760689764	6535254.5823498238	328671.71493380307	398.25569861935128	398.25569861935128	6535254.5823498238	328671.71493380307	0.0034965473924026308	0.0016869662571583621	-0.012916438895471671	34.478611380067242
incremental-md-incl-az-selected	11		True	0.018100002542884974	400.77999999999997	0.20943951023931953	2.6319565120074491	6535255.5795753077	328675.62533755635	397.77358371582392	401.26322547061375	401.26322547061375	0.23939470280284453	2.2448842760689764	6535254.5823498238	328671.71493380307	398.25569861935128	398.25569861935128	6535254.5823498238	328671.71493380307	0.0034965473924026308	0.0016869662571583621	-0.012916438895471671	34.478611380067242
raw-covariance-spherical-candidate	12	0	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535249.5469369534	328683.38651694439	446.1376454205635	446.1376454205635	6535249.5469369534	328683.38651694439				
incremental-md-incl-az-candidate	12	0	False	0.028605450666043142	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	450.84264869663463	450.84264869663463	0.2942856500817212	1.760876954142943	6535249.5469369534	328683.38651694439	446.1376454205635	446.1376454205635	6535249.5469369534	328683.38651694439	0.0027686273807606999	0.0016373478071429748	-0.007697039527521099	47.190072185164681
raw-covariance-spherical-candidate	12	1	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535247.1338549759	328684.83689957287	446.12024832589799	446.12024832589799	6535247.1338549759	328684.83689957287				
incremental-md-incl-az-candidate	12	1	False	0.031870481693371033	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	451.50097128230561	451.50097128230561	0.37598417161295833	1.9854215140163409	6535247.1338549759	328684.83689957287	446.12024832589799	446.12024832589799	6535247.1338549759	328684.83689957287	0.0031160939562100459	0.002869047817982695	-0.0033115980758946506	49.567218378803773
raw-covariance-spherical-candidate	12	2	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535249.5412336588	328683.38924781536	447.1563974267653	447.1563974267653	6535249.5412336588	328683.38924781536				
incremental-md-incl-az-candidate	12	2	False	0.027391952516319651	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	451.8276570588676	451.8276570588676	0.2843327169423655	1.7539655137889163	6535249.5412336588	328683.38924781536	447.1563974267653	447.1563974267653	6535249.5412336588	328683.38924781536	0.0026353370174211164	0.001424132011607071	-0.0079046787333947321	47.194839588401571
raw-covariance-spherical-candidate	12	3	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535245.1720525436	328676.10771950311	446.13266501555	446.13266501555	6535245.1720525436	328676.10771950311				
incremental-md-incl-az-candidate	12	3	False	0.005685289849115982	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	450.34451648715356	450.34451648715356	0.2363272001869354	3.1711352221903737	6535245.1720525436	328676.10771950311	446.13266501555	446.13266501555	6535245.1720525436	328676.10771950311	0.0042978494801284009	0.0018254857928889923	0.016618301655535461	44.863709410792545
raw-covariance-spherical-candidate	12	4	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535247.1281516813	328684.83963044384	447.13900033209978	447.13900033209978	6535247.1281516813	328684.83963044384				
incremental-md-incl-az-candidate	12	4	False	0.029653975126240906	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	452.46936324563706	452.46936324563706	0.36425258753648854	1.9826867380186928	6535247.1281516813	328684.83963044384	447.13900033209978	447.13900033209978	6535247.1281516813	328684.83963044384	0.0028556079622021491	0.0025890829306540741	-0.0033814229880357871	49.572409174523102
raw-covariance-spherical-candidate	12	5	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535242.7589705661	328677.55810213159	446.11526792088449	446.11526792088449	6535242.7589705661	328677.55810213159				
incremental-md-incl-az-candidate	12	5	False	0.0098708682179127205	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	451.01242590328798	451.01242590328798	0.33514989688808583	2.9931266423928831	6535242.7589705661	328677.55810213159	446.11526792088449	446.11526792088449	6535242.7589705661	328677.55810213159	0.0045414266869995461	0.0031506858259089388	0.0099441548687906334	47.667049998290423
raw-covariance-spherical-candidate	12	6	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535245.166349249	328676.11045037408	447.1514170217518	447.1514170217518	6535245.166349249	328676.11045037408				
incremental-md-incl-az-candidate	12	6	False	0.0057724249709421027	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	451.34401194604203	451.34401194604203	0.22885940383126449	3.187310598317064	6535245.166349249	328676.11045037408	447.1514170217518	447.1514170217518	6535245.166349249	328676.11045037408	0.0042180547217299576	0.0017025628061106968	0.017010770745296	44.870032493232699
raw-covariance-spherical-candidate	12	7	False		450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489					6535242.7532672714	328677.56083300256	447.13401992708629	447.13401992708629	6535242.7532672714	328677.56083300256				
incremental-md-incl-az-candidate	12	7	False	0.0088656407750054012	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	451.9947468982495	451.9947468982495	0.32521502569359012	3.0025907981644258	6535242.7532672714	328677.56083300256	447.13401992708629	447.13401992708629	6535242.7532672714	328677.56083300256	0.0043641150697770244	0.0029249510026030379	0.010136853704834081	47.673372896695632
incremental-md-incl-az-candidate-selected	12	3	True	0.005685289849115982	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	450.34451648715356	450.34451648715356	0.2363272001869354	3.1711352221903737	6535245.1720525436	328676.10771950311	446.13266501555	446.13266501555	6535245.1720525436	328676.10771950311	0.0042978494801284009	0.0018254857928889923	0.016618301655535461	44.863709410792545
incremental-md-incl-az-selected	12		True	0.022741685918900603	450.77999999999997	0.21816615649929119	2.7000243528352277	6535246.1501021124	328680.47367497347	446.63583267382489	450.34451648715356	450.34451648715356	0.2363272001869354	3.1711352221903737	6535245.1720525436	328676.10771950311	446.13266501555	446.13266501555	6535245.1720525436	328676.10771950311	0.0042978494801284009	0.0018254857928889923	0.016618301655535461	44.863709410792545
raw-covariance-spherical-candidate	13	0	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535239.9679091889	328688.04619267583	494.91213267737908	494.91213267737908	6535239.9679091889	328688.04619267583				
incremental-md-incl-az-candidate	13	0	False	0.10483878734407492	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	501.48562687938625	501.48562687938625	0.48154674383792306	1.493520070390786	6535239.9679091889	328688.04619267583	494.91213267737908	494.91213267737908	6535239.9679091889	328688.04619267583	0.010845722275693075	0.0097281686673778012	-0.010353094789006256	57.887159405001867
raw-covariance-spherical-candidate	13	1	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535237.2856132016	328689.5535515399	494.93931361346699	494.93931361346699	6535237.2856132016	328689.5535515399				
incremental-md-incl-az-candidate	13	1	False	0.11011327840121399	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	502.26853205874067	502.26853205874067	0.54060688322762107	1.6907859848277442	6535237.2856132016	328689.5535515399	494.93931361346699	494.93931361346699	6535237.2856132016	328689.5535515399	0.010886489172715367	0.0098004731431844405	-0.0092097762600218402	60.451728035919068
raw-covariance-spherical-candidate	13	2	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535239.9761973824	328688.04088307591	496.02448801960088	496.02448801960088	6535239.9761973824	328688.04088307591				
incremental-md-incl-az-candidate	13	2	False	0.10192208098160649	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	502.55676796836184	502.55676796836184	0.47157376090733166	1.482615044956032	6535239.9761973824	328688.04088307591	496.02448801960088	496.02448801960088	6535239.9761973824	328688.04088307591	0.010494645529257706	0.0093908724763280826	-0.010312792520905667	57.87898135229041
raw-covariance-spherical-candidate	13	3	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535235.397741219	328679.91381361522	494.9073668941777	494.9073668941777	6535235.397741219	328679.91381361522				
incremental-md-incl-az-candidate	13	3	False	0.0041017914108546494	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	500.30435476810635	500.30435476810635	0.22464008684032916	2.3476334517506516	6535235.397741219	328679.91381361522	494.9073668941777	494.9073668941777	6535235.397741219	328679.91381361522	0.0036715801821166497	0.0012362833951590213	-0.015520072315355904	55.352918830956767
raw-covariance-spherical-candidate	13	4	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535237.2939013951	328689.54824193998	496.0516689556888	496.0516689556888	6535237.2939013951	328689.54824193998				
incremental-md-incl-az-candidate	13	4	False	0.10602579127637968	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	503.31904181414205	503.31904181414205	0.52853582826049961	1.6814479061646828	6535237.2939013951	328689.54824193998	496.0516689556888	496.0516689556888	6535237.2939013951	328689.54824193998	0.010505204996865967	0.0094240539318946048	-0.0092050480963390413	60.442955506013533
raw-covariance-spherical-candidate	13	5	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535232.7154452316	328681.42117247928	494.93454783026561	494.93454783026561	6535232.7154452316	328681.42117247928				
incremental-md-incl-az-candidate	13	5	False	0.01176835888624439	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	501.09824102742186	501.09824102742186	0.3401326737134987	2.439673868956151	6535232.7154452316	328681.42117247928	494.93454783026561	494.93454783026561	6535232.7154452316	328681.42117247928	0.0044471676265876265	0.0031808482952533357	-0.0093161298110544521	58.406229422019599
raw-covariance-spherical-candidate	13	6	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535235.4060294125	328679.9085040153	496.0197222363995	496.0197222363995	6535235.4060294125	328679.9085040153				
incremental-md-incl-az-candidate	13	6	False	0.0042113540678828665	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	501.39257358378063	501.39257358378063	0.21593723422685629	2.3301262365714339	6535235.4060294125	328679.9085040153	496.0197222363995	496.0197222363995	6535235.4060294125	328679.9085040153	0.0036095991738299585	0.0010996835283688666	-0.016045741173975614	55.343269072583638
raw-covariance-spherical-candidate	13	7	False		500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325					6535232.7237334251	328681.41586287937	496.04690317248742	496.04690317248742	6535232.7237334251	328681.41586287937				
incremental-md-incl-az-candidate	13	7	False	0.010496852862013073	500.77999999999997	0.2129301687433082	2.7646015351590179	6535236.345821307	328684.7310277776	495.47951792493325	502.16526266599448	502.16526266599448	0.32879293892752715	2.4296462900695843	6535232.7237334251	328681.41586287937	496.04690317248742	496.04690317248742	6535232.7237334251	328681.41586287937	0.0042470556724484524	0.0029278732859960854	-0.0095277865836074227	58.396522679960142
